date,tot_trucks
2020-06-24,38
2020-06-25,44
2020-06-26,45
2020-06-27,22
2020-06-28,5
2020-06-29,55
2020-06-30,62
2020-07-01,51
2020-07-02,48
2020-07-03,43
2020-07-04,24
2020-07-05,6
2020-07-06,65
2020-07-07,60
2020-07-08,43
2020-07-09,50
2020-07-10,49
2020-07-11,27
2020-07-12,3
2020-07-13,63
2020-07-14,65
2020-07-15,47
2020-07-16,54
2020-07-17,48
2020-07-18,25
2020-07-19,4
2020-07-20,64
2020-07-21,61
2020-07-22,46
2020-07-23,55
2020-07-24,50
2020-07-25,16
2020-07-26,6
2020-07-27,55
2020-07-28,53
2020-07-29,46
2020-07-30,49
2020-07-31,50
2020-08-01,22
2020-08-02,8
2020-08-03,50
2020-08-04,51
2020-08-05,38
2020-08-06,44
2020-08-07,45
2020-08-08,12
2020-08-09,7
2020-08-10,48
2020-08-11,49
2020-08-12,45
2020-08-13,45
2020-08-14,48
2020-08-15,17
2020-08-16,7
2020-08-17,45
2020-08-18,65
2020-08-19,53
2020-08-20,53
2020-08-21,49
2020-08-22,22
2020-08-23,4
2020-08-24,59
2020-08-25,57
2020-08-26,40
2020-08-27,40
2020-08-28,45
2020-08-29,22
2020-08-30,9
2020-08-31,51
2020-09-01,50
2020-09-02,42
2020-09-03,45
2020-09-04,43
2020-09-05,18
2020-09-06,5
2020-09-07,51
2020-09-08,64
2020-09-09,45
2020-09-10,55
2020-09-11,52
2020-09-12,25
2020-09-13,5
2020-09-14,59
2020-09-15,61
2020-09-16,40
2020-09-17,54
2020-09-18,47
2020-09-19,20
2020-09-20,5
2020-09-21,51
2020-09-22,53
2020-09-23,44
2020-09-24,48
2020-09-25,45
2020-09-26,13
2020-09-27,1
2020-09-28,44
2020-09-29,46
2020-09-30,44
2020-10-01,45
2020-10-02,44
2020-10-03,17
2020-10-04,5
2020-10-05,55
2020-10-06,51
2020-10-07,48
2020-10-08,49
2020-10-09,45
2020-10-10,15
2020-10-11,3
2020-10-12,56
2020-10-13,51
2020-10-14,40
2020-10-15,46
2020-10-16,47
2020-10-17,21
2020-10-18,4
2020-10-19,54
2020-10-20,46
2020-10-21,47
2020-10-22,44
2020-10-24,10
2020-10-25,4
2020-10-26,57
2020-10-27,59
2020-10-28,45
2020-10-29,49
2020-10-30,41
2020-10-31,13
2020-11-01,4
2020-11-02,45
2020-11-03,59
2020-11-04,50
2020-11-05,55
2020-11-06,44
2020-11-07,16
2020-11-08,9
2020-11-09,50
2020-11-10,56
2020-11-11,52
2020-11-12,46
2020-11-13,48
2020-11-14,18
2020-11-15,8
2020-11-16,54
2020-11-17,51
2020-11-18,56
2020-11-19,54
2020-11-20,43
2020-11-21,25
2020-11-22,11
2020-11-23,52
2020-11-24,51
2020-11-25,47
2020-11-26,49
2020-11-27,49
2020-11-28,17
2020-11-29,7
2020-11-30,49
2020-12-01,48
2020-12-02,41
2020-12-03,49
2020-12-04,44
2020-12-05,19
2020-12-06,10
2020-12-07,48
2020-12-08,56
2020-12-09,47
2020-12-10,60
2020-12-11,51
2020-12-12,25
2020-12-13,10
2020-12-14,56
2020-12-15,57
2020-12-16,45
2020-12-17,48
2020-12-18,50
2020-12-19,22
2020-12-20,13
2020-12-21,56
2020-12-22,55
2020-12-23,53
2020-12-24,51
2020-12-25,26
2020-12-26,21
2020-12-27,22
2020-12-28,51
2020-12-29,56
2020-12-30,53
2020-12-31,51
2021-01-01,25
2021-01-02,20
2021-01-03,11
2021-01-04,61
2021-01-05,60
2021-01-06,46
2021-01-07,46
2021-01-08,47
2021-01-09,16
2021-01-10,7
2021-01-11,56
2021-01-12,45
2021-01-13,42
2021-01-14,43
2021-01-15,46
2021-01-16,16
2021-01-17,6
2021-01-18,54
2021-01-19,52
2021-01-20,41
2021-01-21,41
2021-01-22,47
2021-01-23,16
2021-01-24,5
2021-01-25,47
2021-01-26,49
2021-01-27,34
2021-01-28,37
2021-01-29,34
2021-01-30,24
2021-01-31,5
2021-02-01,49
2021-02-02,44
2021-02-03,37
2021-02-04,47
2021-02-05,47
2021-02-06,19
2021-02-08,17
2021-02-09,33
2021-02-10,37
2021-02-11,46
2021-02-12,50
2021-02-13,22
2021-02-14,11
2021-02-15,23
2021-02-16,47
2021-02-17,42
2021-02-18,42
2021-02-19,39
2021-02-20,19
2021-02-21,8
2021-02-22,55
2021-02-23,53
2021-02-24,56
2021-02-25,52
2021-02-26,44
2021-02-27,21
2021-02-28,8
2021-03-01,49
2021-03-02,55
2021-03-03,45
2021-03-04,45
2021-03-05,44
2021-03-06,18
2021-03-07,6
2021-03-08,49
2021-03-09,39
2021-03-10,42
2021-03-11,43
2021-03-12,46
2021-03-13,14
2021-03-14,7
2021-03-15,46
2021-03-16,49
2021-03-17,37
2021-03-18,33
2021-03-19,38
2021-03-20,18
2021-03-21,6
2021-03-22,43
2021-03-23,45
2021-03-24,39
2021-03-25,36
2021-03-26,42
2021-03-27,18
2021-03-28,7
2021-03-29,48
2021-03-30,45
2021-03-31,40
2021-04-01,51
2021-04-02,41
2021-04-03,15
2021-04-04,8
2021-04-05,42
2021-04-06,41
2021-04-07,38
2021-04-08,42
2021-04-09,34
2021-04-10,22
2021-04-11,7
2021-04-12,44
2021-04-13,42
2021-04-14,43
2021-04-15,45
2021-04-16,45
2021-04-17,18
2021-04-18,8
2021-04-19,51
2021-04-20,47
2021-04-21,35
2021-04-22,49
2021-04-23,46
2021-04-24,24
2021-04-25,7
2021-04-26,50
2021-04-27,49
2021-04-28,37
2021-04-29,44
2021-04-30,45
2021-05-01,27
2021-05-02,11
2021-05-03,50
2021-05-04,49
2021-05-05,37
2021-05-06,44
2021-05-07,42
2021-05-08,25
2021-05-09,13
2021-05-10,45
2021-05-11,49
2021-05-12,37
2021-05-13,38
2021-05-14,44
2021-05-15,21
2021-05-16,13
2021-05-17,40
2021-05-18,40
2021-05-19,44
2021-05-20,41
2021-05-21,40
2021-05-22,30
2021-05-23,14
2021-05-24,39
2021-05-25,41
2021-05-26,39
2021-05-27,38
2021-05-28,35
2021-05-29,28
2021-05-30,11
2021-05-31,48
2021-06-01,35
2021-06-02,43
2021-06-03,42
2021-06-04,47
2021-06-05,23
2021-06-06,10
2021-06-07,47
2021-06-08,45
2021-06-09,43
2021-06-10,51
2021-06-11,43
2021-06-12,24
2021-06-13,10
2021-06-14,41
2021-06-15,43
2021-06-16,40
2021-06-17,36
2021-06-18,37
2021-06-19,27
2021-06-20,10
2021-06-21,46
2021-06-22,47
2021-06-23,47
2021-06-24,50
2021-06-25,57
2021-06-26,22
2021-06-27,8
2021-06-28,50
2021-06-29,56
2021-06-30,42
2021-07-01,49
2021-07-02,47
2021-07-03,26
2021-07-04,7
2021-07-05,53
2021-07-06,54
2021-07-07,46
2021-07-08,37
2021-07-09,48
2021-07-10,29
2021-07-11,10
2021-07-12,44
2021-07-13,44
2021-07-14,45
2021-07-15,51
2021-07-16,42
2021-07-17,26
2021-07-18,11
2021-07-19,42
2021-07-20,43
2021-07-21,39
2021-07-22,41
2021-07-23,41
2021-07-24,28
2021-07-25,8
2021-07-26,40
2021-07-27,43
2021-07-28,40
2021-07-29,43
2021-07-30,39
2021-07-31,17
2021-08-01,8
2021-08-02,41
2021-08-03,39
2021-08-04,33
2021-08-05,37
2021-08-06,32
2021-08-07,11
2021-08-08,2
2021-08-09,15
2021-08-10,35
2021-08-11,43
2021-08-12,38
2021-08-13,43
2021-08-14,20
2021-08-15,14
2021-08-16,37
2021-08-17,33
2021-08-18,38
2021-08-19,36
2021-08-20,35
2021-08-21,22
2021-08-22,14
2021-08-23,41
2021-08-24,41
2021-08-25,40
2021-08-26,40
2021-08-27,41
2021-08-28,22
2021-08-29,12
2021-08-30,43
2021-08-31,38
2021-09-01,54
2021-09-02,45
2021-09-03,49
2021-09-04,24
2021-09-05,16
2021-09-06,50
2021-09-07,50
2021-09-08,41
2021-09-09,47
2021-09-10,44
2021-09-11,22
2021-09-12,10
2021-09-13,43
2021-09-14,43
2021-09-15,43
2021-09-16,39
2021-09-17,48
2021-09-18,23
2021-09-19,10
2021-09-20,50
2021-09-21,53
2021-09-22,46
2021-09-23,41
2021-09-24,42
2021-09-25,23
2021-09-26,15
2021-09-27,46
2021-09-28,44
2021-09-29,40
2021-09-30,37
2021-10-01,38
2021-10-02,15
2021-10-03,13
2021-10-04,50
2021-10-05,53
2021-10-06,43
2021-10-07,55
2021-10-08,42
2021-10-09,23
2021-10-10,14
2021-10-11,41
2021-10-12,38
2021-10-13,39
2021-10-14,48
2021-10-15,39
2021-10-16,25
2021-10-17,15
2021-10-18,45
2021-10-19,44
2021-10-20,43
2021-10-21,40
2021-10-22,38
2021-10-23,18
2021-10-24,16
2021-10-25,50
2021-10-26,49
2021-10-27,46
2021-10-28,47
2021-10-29,48
2021-10-30,31
2021-10-31,19
2021-11-01,54
2021-11-02,47
2021-11-03,46
2021-11-04,47
2021-11-05,37
2021-11-06,21
2021-11-07,8
2021-11-08,51
2021-11-09,51
2021-11-10,46
2021-11-11,44
2021-11-12,46
2021-11-13,19
2021-11-14,5
2021-11-15,49
2021-11-16,46
2021-11-17,38
2021-11-18,42
2021-11-19,46
2021-11-20,17
2021-11-21,8
2021-11-22,47
2021-11-23,43
2021-11-24,43
2021-11-25,43
2021-11-26,37
2021-11-27,17
2021-11-28,8
2021-11-29,45
2021-11-30,50
2021-12-01,41
2021-12-02,45
2021-12-03,32
2021-12-04,17
2021-12-05,6
2021-12-06,47
2021-12-07,36
2021-12-08,38
2021-12-09,45
2021-12-10,46
2021-12-11,21
2021-12-12,6
2021-12-13,47
2021-12-22,42
2021-12-23,42
2021-12-24,41
2021-12-25,26
2021-12-26,10
2021-12-27,34
2021-12-28,45
2021-12-29,39
2021-12-30,44
2021-12-31,45
