date,tot_trucks
2021-11-23,34
2021-11-24,34
2021-11-25,35
2021-11-26,31
2021-11-27,15
2021-11-28,6
2021-11-29,35
2021-11-30,38
2021-12-01,32
2021-12-02,37
2021-12-03,26
2021-12-04,15
2021-12-05,5
2021-12-06,36
2021-12-07,28
2021-12-08,32
2021-12-09,36
2021-12-10,36
2021-12-11,18
2021-12-12,6
2021-12-13,39
2021-12-22,32
2021-12-23,38
2021-12-24,32
2021-12-25,20
2021-12-26,8
2021-12-27,26
2021-12-28,34
2021-12-29,34
2021-12-30,34
2021-12-31,32
