date,tot_trucks
2020-12-30,34
2020-12-31,34
2021-01-01,16
2021-01-02,11
2021-01-03,5
2021-01-04,36
2021-01-05,40
2021-01-06,36
2021-01-07,33
2021-01-08,33
2021-01-09,13
2021-01-10,2
2021-01-11,34
2021-01-12,34
2021-01-13,30
2021-01-14,28
2021-01-15,28
2021-01-16,11
2021-01-17,2
2021-01-18,35
2021-01-19,37
2021-01-20,33
2021-01-21,31
2021-01-22,30
2021-01-23,10
2021-01-24,3
2021-01-25,31
2021-01-26,32
2021-01-27,23
2021-01-28,29
2021-01-29,25
2021-01-30,20
2021-01-31,3
2021-02-01,35
2021-02-02,31
2021-02-03,25
2021-02-04,33
2021-02-05,30
2021-02-06,9
2021-02-08,16
2021-02-09,20
2021-02-10,24
2021-02-11,33
2021-02-12,34
2021-02-13,18
2021-02-14,5
2021-02-15,17
2021-02-16,33
2021-02-17,28
2021-02-18,31
2021-02-19,28
2021-02-20,11
2021-02-21,2
2021-02-22,34
2021-02-23,35
2021-02-24,41
2021-02-25,35
2021-02-26,27
2021-02-27,14
2021-02-28,3
2021-03-01,30
2021-03-02,36
2021-03-03,28
2021-03-04,33
2021-03-05,32
2021-03-06,10
2021-03-07,4
2021-03-08,30
2021-03-09,27
2021-03-10,26
2021-03-11,27
2021-03-12,32
2021-03-13,8
2021-03-14,1
2021-03-15,30
2021-03-16,33
2021-03-17,27
2021-03-18,23
2021-03-19,26
2021-03-20,12
2021-03-21,3
2021-03-22,28
2021-03-23,32
2021-03-24,26
2021-03-25,25
2021-03-26,30
2021-03-27,12
2021-03-28,2
2021-03-29,30
2021-03-30,28
2021-03-31,29
2021-04-01,33
2021-04-02,27
2021-04-03,10
2021-04-04,4
2021-04-05,25
2021-04-06,25
2021-04-07,24
2021-04-08,31
2021-04-09,24
2021-04-10,11
2021-04-11,3
2021-04-12,31
2021-04-13,27
2021-04-14,26
2021-04-15,28
2021-04-16,26
2021-04-17,11
2021-04-18,4
2021-04-19,33
2021-04-20,31
2021-04-21,23
2021-04-22,31
2021-04-23,28
2021-04-24,17
2021-04-25,4
2021-04-26,32
2021-04-27,32
2021-04-28,23
2021-04-29,27
2021-04-30,28
2021-05-01,20
2021-05-02,7
2021-05-03,34
2021-05-04,33
2021-05-05,23
2021-05-06,31
2021-05-07,26
2021-05-08,14
2021-05-09,8
2021-05-10,31
2021-05-11,29
2021-05-12,20
2021-05-13,28
2021-05-14,27
2021-05-15,13
2021-05-16,7
2021-05-17,24
2021-05-18,25
2021-05-19,27
2021-05-20,26
2021-05-21,26
2021-05-22,18
2021-05-23,8
2021-05-24,26
2021-05-25,23
2021-05-26,24
2021-05-27,26
2021-05-28,20
2021-05-29,17
2021-05-30,5
2021-05-31,27
2021-06-01,27
2021-06-02,23
2021-06-03,30
2021-06-04,35
2021-06-05,15
2021-06-06,4
2021-06-07,32
2021-06-08,33
2021-06-09,28
2021-06-10,36
2021-06-11,28
2021-06-12,19
2021-06-13,5
2021-06-14,30
2021-06-15,30
2021-06-16,23
2021-06-17,30
2021-06-18,29
2021-06-19,16
2021-06-20,5
2021-06-21,31
2021-06-22,31
2021-06-23,31
2021-06-24,34
2021-06-25,37
2021-06-26,14
2021-06-27,2
2021-06-28,33
2021-06-29,41
2021-06-30,28
2021-07-01,38
2021-07-02,32
2021-07-03,15
2021-07-04,2
2021-07-05,35
2021-07-06,36
2021-07-07,30
2021-07-08,30
2021-07-09,32
2021-07-10,21
2021-07-11,4
2021-07-12,33
2021-07-13,34
2021-07-14,34
2021-07-15,33
2021-07-16,30
2021-07-17,17
2021-07-18,4
2021-07-19,27
2021-07-20,32
2021-07-21,31
2021-07-22,29
2021-07-23,29
2021-07-24,20
2021-07-25,6
2021-07-26,31
2021-07-27,29
2021-07-28,26
2021-07-29,23
2021-07-30,29
2021-07-31,11
2021-08-01,2
2021-08-02,27
2021-08-03,29
2021-08-04,24
2021-08-05,25
2021-08-06,20
2021-08-07,6
2021-08-08,1
2021-08-09,8
2021-08-10,25
2021-08-11,26
2021-08-12,25
2021-08-13,29
2021-08-14,10
2021-08-15,5
2021-08-16,27
2021-08-17,24
2021-08-18,23
2021-08-19,25
2021-08-20,23
2021-08-21,15
2021-08-22,7
2021-08-23,25
2021-08-24,25
2021-08-25,24
2021-08-26,27
2021-08-27,31
2021-08-28,14
2021-08-29,9
2021-08-30,25
2021-08-31,26
2021-09-01,33
2021-09-02,33
2021-09-03,33
2021-09-04,10
2021-09-05,7
2021-09-06,38
2021-09-07,40
2021-09-08,25
2021-09-09,31
2021-09-10,32
2021-09-11,15
2021-09-12,5
2021-09-13,30
2021-09-14,27
2021-09-15,27
2021-09-16,26
2021-09-17,31
2021-09-18,17
2021-09-19,6
2021-09-20,36
2021-09-21,38
2021-09-22,33
2021-09-23,29
2021-09-24,26
2021-09-25,17
2021-09-26,5
2021-09-27,28
2021-09-28,32
2021-09-29,27
2021-09-30,25
2021-10-01,26
2021-10-02,6
2021-10-03,6
2021-10-04,28
2021-10-05,37
2021-10-06,30
2021-10-07,41
2021-10-08,31
2021-10-09,18
2021-10-10,8
2021-10-11,27
2021-10-12,29
2021-10-13,21
2021-10-14,31
2021-10-15,28
2021-10-16,18
2021-10-17,8
2021-10-18,29
2021-10-19,32
2021-10-20,27
2021-10-21,33
2021-10-22,23
2021-10-23,13
2021-10-24,8
2021-10-25,32
2021-10-26,35
2021-10-27,30
2021-10-28,34
2021-10-29,33
2021-10-30,21
2021-10-31,9
2021-11-01,37
2021-11-02,34
2021-11-03,32
2021-11-04,32
2021-11-05,26
2021-11-06,15
2021-11-07,4
2021-11-08,31
2021-11-09,33
2021-11-10,30
2021-11-11,31
2021-11-12,31
2021-11-13,14
2021-11-14,4
2021-11-15,33
2021-11-16,33
2021-11-17,25
2021-11-18,33
2021-11-19,33
2021-11-20,9
2021-11-21,4
2021-11-22,28
2021-11-23,32
2021-11-24,27
2021-11-25,34
2021-11-26,27
2021-11-27,9
2021-11-28,4
2021-11-29,30
2021-11-30,34
2021-12-01,26
2021-12-02,34
2021-12-03,21
2021-12-04,13
2021-12-05,5
2021-12-06,28
2021-12-07,27
2021-12-08,23
2021-12-09,36
2021-12-10,32
2021-12-11,12
2021-12-12,2
2021-12-13,36
2021-12-22,34
2021-12-23,37
2021-12-24,35
2021-12-25,19
2021-12-26,5
2021-12-27,33
2021-12-28,38
2021-12-29,32
2021-12-30,32
2021-12-31,36
