date,tot_trucks
2020-07-25,10
2020-07-26,4
2020-07-27,35
2020-07-28,33
2020-07-29,33
2020-07-30,34
2020-07-31,36
2020-08-01,16
2020-08-02,3
2020-08-03,31
2020-08-04,34
2020-08-05,25
2020-08-06,31
2020-08-07,31
2020-08-08,9
2020-08-09,4
2020-08-10,29
2020-08-11,34
2020-08-12,31
2020-08-13,29
2020-08-14,33
2020-08-15,11
2020-08-16,5
2020-08-17,31
2020-08-18,46
2020-08-19,38
2020-08-20,38
2020-08-21,33
2020-08-22,15
2020-08-23,1
2020-08-24,38
2020-08-25,39
2020-08-26,29
2020-08-27,32
2020-08-28,32
2020-08-29,15
2020-08-30,6
2020-08-31,33
2020-09-01,35
2020-09-02,33
2020-09-03,34
2020-09-04,35
2020-09-05,13
2020-09-06,1
2020-09-07,36
2020-09-08,48
2020-09-09,35
2020-09-10,38
2020-09-11,41
2020-09-12,22
2020-09-13,3
2020-09-14,35
2020-09-15,43
2020-09-16,31
2020-09-17,42
2020-09-18,33
2020-09-19,15
2020-09-20,4
2020-09-21,32
2020-09-22,35
2020-09-23,33
2020-09-24,39
2020-09-25,36
2020-09-26,12
2020-09-27,3
2020-09-28,28
2020-09-29,35
2020-09-30,35
2020-10-01,32
2020-10-02,31
2020-10-03,14
2020-10-04,2
2020-10-05,35
2020-10-06,39
2020-10-07,35
2020-10-08,38
2020-10-09,34
2020-10-10,9
2020-10-11,1
2020-10-12,40
2020-10-13,40
2020-10-14,33
2020-10-15,34
2020-10-16,31
2020-10-17,15
2020-10-18,1
2020-10-19,31
2020-10-20,33
2020-10-21,35
2020-10-22,31
2020-10-24,6
2020-10-25,1
2020-10-26,35
2020-10-27,40
2020-10-28,33
2020-10-29,35
2020-10-30,27
2020-10-31,8
2020-11-01,1
2020-11-02,31
2020-11-03,40
2020-11-04,38
2020-11-05,40
2020-11-06,34
2020-11-07,9
2020-11-08,3
2020-11-09,29
2020-11-10,38
2020-11-11,37
2020-11-12,34
2020-11-13,34
2020-11-14,12
2020-11-15,2
2020-11-16,36
2020-11-17,38
2020-11-18,38
2020-11-19,36
2020-11-20,31
2020-11-21,16
2020-11-22,3
2020-11-23,33
2020-11-24,38
2020-11-25,33
2020-11-26,35
2020-11-27,33
2020-11-28,12
2020-11-29,2
2020-11-30,33
2020-12-01,33
2020-12-02,29
2020-12-03,35
2020-12-04,36
2020-12-05,12
2020-12-06,4
2020-12-07,30
2020-12-08,39
2020-12-09,33
2020-12-10,43
2020-12-11,36
2020-12-12,17
2020-12-13,3
2020-12-14,36
2020-12-15,40
2020-12-16,33
2020-12-17,37
2020-12-18,37
2020-12-19,13
2020-12-20,9
2020-12-21,38
2020-12-22,38
2020-12-23,35
2020-12-24,33
2020-12-25,16
2020-12-26,10
2020-12-27,11
2020-12-28,34
2020-12-29,39
2020-12-30,33
2020-12-31,33
2021-01-01,16
2021-01-02,12
2021-01-03,5
2021-01-04,41
2021-01-05,42
2021-01-06,35
2021-01-07,36
2021-01-08,33
2021-01-09,13
2021-01-10,2
2021-01-11,36
2021-01-12,37
2021-01-13,30
2021-01-14,30
2021-01-15,31
2021-01-16,11
2021-01-17,2
2021-01-18,38
2021-01-19,39
2021-01-20,35
2021-01-21,31
2021-01-22,32
2021-01-23,11
2021-01-24,3
2021-01-25,31
2021-01-26,31
2021-01-27,24
2021-01-28,30
2021-01-29,25
2021-01-30,21
2021-01-31,3
2021-02-01,36
2021-02-02,31
2021-02-03,26
2021-02-04,34
2021-02-05,29
2021-02-06,9
2021-02-08,16
2021-02-09,20
2021-02-10,26
2021-02-11,33
2021-02-12,37
2021-02-13,17
2021-02-14,6
2021-02-15,17
2021-02-16,31
2021-02-17,30
2021-02-18,31
2021-02-19,28
2021-02-20,11
2021-02-21,2
2021-02-22,37
2021-02-23,35
2021-02-24,42
2021-02-25,39
2021-02-26,29
2021-02-27,17
2021-02-28,3
2021-03-01,32
2021-03-02,39
2021-03-03,30
2021-03-04,32
2021-03-05,33
2021-03-06,10
2021-03-07,4
2021-03-08,32
2021-03-09,27
2021-03-10,28
2021-03-11,28
2021-03-12,34
2021-03-13,9
2021-03-14,1
2021-03-15,32
2021-03-16,33
2021-03-17,28
2021-03-18,28
2021-03-19,27
2021-03-20,13
2021-03-21,3
2021-03-22,30
2021-03-23,34
2021-03-24,28
2021-03-25,27
2021-03-26,31
2021-03-27,12
2021-03-28,2
2021-03-29,32
2021-03-30,31
2021-03-31,28
2021-04-01,35
2021-04-02,31
2021-04-03,10
2021-04-04,4
2021-04-05,28
2021-04-06,26
2021-04-07,27
2021-04-08,30
2021-04-09,26
2021-04-10,11
2021-04-11,3
2021-04-12,33
2021-04-13,29
2021-04-14,25
2021-04-15,32
2021-04-16,28
2021-04-17,11
2021-04-18,4
2021-04-19,36
2021-04-20,31
2021-04-21,25
2021-04-22,31
2021-04-23,28
2021-04-24,17
2021-04-25,5
2021-04-26,35
2021-04-27,33
2021-04-28,25
2021-04-29,29
2021-04-30,31
2021-05-01,20
2021-05-02,7
2021-05-03,33
2021-05-04,34
2021-05-05,24
2021-05-06,32
2021-05-07,27
2021-05-08,15
2021-05-09,8
2021-05-10,33
2021-05-11,31
2021-05-12,21
2021-05-13,27
2021-05-14,29
2021-05-15,13
2021-05-16,7
2021-05-17,27
2021-05-18,25
2021-05-19,29
2021-05-20,28
2021-05-21,26
2021-05-22,18
2021-05-23,8
2021-05-24,26
2021-05-25,24
2021-05-26,26
2021-05-27,29
2021-05-28,21
2021-05-29,19
2021-05-30,5
2021-05-31,29
2021-06-01,26
2021-06-02,24
2021-06-03,31
2021-06-04,34
2021-06-05,14
2021-06-06,4
2021-06-07,34
2021-06-08,33
2021-06-09,30
2021-06-10,35
2021-06-11,30
2021-06-12,19
2021-06-13,5
2021-06-14,29
2021-06-15,32
2021-06-16,26
2021-06-17,29
2021-06-18,29
2021-06-19,15
2021-06-20,5
2021-06-21,31
2021-06-22,34
2021-06-23,32
2021-06-24,37
2021-06-25,38
2021-06-26,15
2021-06-27,2
2021-06-28,37
2021-06-29,44
2021-06-30,29
2021-07-01,38
2021-07-02,36
2021-07-03,14
2021-07-04,2
2021-07-05,35
2021-07-06,39
2021-07-07,31
2021-07-08,33
2021-07-09,36
2021-07-10,21
2021-07-11,4
2021-07-12,32
2021-07-13,36
2021-07-14,36
2021-07-15,34
2021-07-16,30
2021-07-17,18
2021-07-18,4
2021-07-19,28
2021-07-20,32
2021-07-21,30
2021-07-22,30
2021-07-23,31
2021-07-24,22
2021-07-25,6
2021-07-26,33
2021-07-27,30
2021-07-28,27
2021-07-29,26
2021-07-30,29
2021-07-31,11
2021-08-01,2
2021-08-02,27
2021-08-03,27
2021-08-04,23
2021-08-05,25
2021-08-06,19
2021-08-07,7
2021-08-08,1
2021-08-09,8
2021-08-10,25
2021-08-11,29
2021-08-12,26
2021-08-13,30
2021-08-14,10
2021-08-15,5
2021-08-16,26
2021-08-17,22
2021-08-18,26
2021-08-19,26
2021-08-20,26
2021-08-21,15
2021-08-22,7
2021-08-23,26
2021-08-24,26
2021-08-25,25
2021-08-26,29
2021-08-27,31
2021-08-28,15
2021-08-29,9
2021-08-30,27
2021-08-31,28
2021-09-01,34
2021-09-02,32
2021-09-03,36
2021-09-04,11
2021-09-05,7
2021-09-06,37
2021-09-07,40
2021-09-08,26
2021-09-09,30
2021-09-10,32
2021-09-11,16
2021-09-12,5
2021-09-13,32
2021-09-14,30
2021-09-15,28
2021-09-16,27
2021-09-17,31
2021-09-18,16
2021-09-19,6
2021-09-20,40
2021-09-21,39
2021-09-22,35
2021-09-23,31
2021-09-24,28
2021-09-25,16
2021-09-26,5
2021-09-27,30
2021-09-28,34
2021-09-29,27
2021-09-30,30
2021-10-01,28
2021-10-02,7
2021-10-03,6
2021-10-04,30
2021-10-05,40
2021-10-06,31
2021-10-07,42
2021-10-08,34
2021-10-09,19
2021-10-10,8
2021-10-11,31
2021-10-12,31
2021-10-13,22
2021-10-14,35
2021-10-15,28
2021-10-16,18
2021-10-17,8
2021-10-18,32
2021-10-19,32
2021-10-20,31
2021-10-21,36
2021-10-22,26
2021-10-23,13
2021-10-24,9
2021-10-25,33
2021-10-26,35
2021-10-27,33
2021-10-28,36
2021-10-29,35
2021-10-30,21
2021-10-31,10
2021-11-01,40
2021-11-02,35
2021-11-03,32
2021-11-04,34
2021-11-05,26
2021-11-06,17
2021-11-07,4
2021-11-08,33
2021-11-09,38
2021-11-10,33
2021-11-11,33
2021-11-12,31
2021-11-13,13
2021-11-14,4
2021-11-15,36
2021-11-16,33
2021-11-17,28
2021-11-18,32
2021-11-19,32
2021-11-20,9
2021-11-21,4
2021-11-22,29
2021-11-23,32
2021-11-24,29
2021-11-25,35
2021-11-26,29
2021-11-27,9
2021-11-28,4
2021-11-29,30
2021-11-30,36
2021-12-01,27
2021-12-02,37
2021-12-03,25
2021-12-04,13
2021-12-05,5
2021-12-06,28
2021-12-07,30
2021-12-08,26
2021-12-09,36
2021-12-10,35
2021-12-11,13
2021-12-12,2
2021-12-13,34
2021-12-22,34
2021-12-23,39
2021-12-24,37
2021-12-25,21
2021-12-26,5
2021-12-27,32
2021-12-28,38
2021-12-29,33
2021-12-30,34
2021-12-31,37
