date,tot_trucks
2020-05-28,40
2020-05-29,36
2020-05-30,14
2020-05-31,5
2020-06-01,41
2020-06-02,41
2020-06-03,35
2020-06-04,36
2020-06-05,38
2020-06-06,22
2020-06-07,4
2020-06-08,49
2020-06-09,46
2020-06-10,41
2020-06-11,42
2020-06-12,46
2020-06-13,16
2020-06-14,6
2020-06-15,47
2020-06-16,40
2020-06-17,37
2020-06-18,37
2020-06-19,40
2020-06-20,18
2020-06-21,5
2020-06-22,44
2020-06-23,38
2020-06-24,34
2020-06-25,34
2020-06-26,38
2020-06-27,17
2020-06-28,5
2020-06-29,44
2020-06-30,50
2020-07-01,41
2020-07-02,37
2020-07-03,34
2020-07-04,17
2020-07-05,4
2020-07-06,55
2020-07-07,47
2020-07-08,35
2020-07-09,41
2020-07-10,40
2020-07-11,18
2020-07-12,3
2020-07-13,53
2020-07-14,55
2020-07-15,36
2020-07-16,42
2020-07-17,38
2020-07-18,19
2020-07-19,3
2020-07-20,51
2020-07-21,48
2020-07-22,36
2020-07-23,46
2020-07-24,41
2020-07-25,11
2020-07-26,6
2020-07-27,43
2020-07-28,45
2020-07-29,37
2020-07-30,39
2020-07-31,38
2020-08-01,17
2020-08-02,6
2020-08-03,37
2020-08-04,38
2020-08-05,29
2020-08-06,33
2020-08-07,36
2020-08-08,10
2020-08-09,6
2020-08-10,38
2020-08-11,39
2020-08-12,31
2020-08-13,36
2020-08-14,35
2020-08-15,14
2020-08-16,7
2020-08-17,36
2020-08-18,52
2020-08-19,43
2020-08-20,41
2020-08-21,39
2020-08-22,18
2020-08-23,3
2020-08-24,47
2020-08-25,45
2020-08-26,30
2020-08-27,35
2020-08-28,38
2020-08-29,18
2020-08-30,7
2020-08-31,43
2020-09-01,39
2020-09-02,34
2020-09-03,38
2020-09-04,32
2020-09-05,13
2020-09-06,5
2020-09-07,41
2020-09-08,50
2020-09-09,38
2020-09-10,41
2020-09-11,43
2020-09-12,21
2020-09-13,4
2020-09-14,46
2020-09-15,48
2020-09-16,32
2020-09-17,47
2020-09-18,38
2020-09-19,15
2020-09-20,5
2020-09-21,40
2020-09-22,38
2020-09-23,34
2020-09-24,40
2020-09-25,37
2020-09-26,13
2020-09-27,1
2020-09-28,33
2020-09-29,38
2020-09-30,37
2020-10-01,32
2020-10-02,32
2020-10-03,15
2020-10-04,3
2020-10-05,43
2020-10-06,43
2020-10-07,37
2020-10-08,39
2020-10-09,38
2020-10-10,10
2020-10-11,2
2020-10-12,44
2020-10-13,43
2020-10-14,30
2020-10-15,39
2020-10-16,37
2020-10-17,16
2020-10-18,4
2020-10-19,42
2020-10-20,36
2020-10-21,40
2020-10-22,37
2020-10-24,8
2020-10-25,3
2020-10-26,43
2020-10-27,48
2020-10-28,37
2020-10-29,39
2020-10-30,32
2020-10-31,9
2020-11-01,4
2020-11-02,37
2020-11-03,49
2020-11-04,42
2020-11-05,44
2020-11-06,35
2020-11-07,12
2020-11-08,6
2020-11-09,41
2020-11-10,43
2020-11-11,40
2020-11-12,37
2020-11-13,39
2020-11-14,11
2020-11-15,7
2020-11-16,46
2020-11-17,44
2020-11-18,43
2020-11-19,41
2020-11-20,34
2020-11-21,16
2020-11-22,9
2020-11-23,42
2020-11-24,43
2020-11-25,39
2020-11-26,38
2020-11-27,37
2020-11-28,14
2020-11-29,7
2020-11-30,39
2020-12-01,38
2020-12-02,32
2020-12-03,38
2020-12-04,37
2020-12-05,12
2020-12-06,6
2020-12-07,42
2020-12-08,45
2020-12-09,38
2020-12-10,42
2020-12-11,40
2020-12-12,18
2020-12-13,8
2020-12-14,44
2020-12-15,44
2020-12-16,32
2020-12-17,39
2020-12-18,40
2020-12-19,16
2020-12-20,10
2020-12-21,42
2020-12-22,42
2020-12-23,41
2020-12-24,38
2020-12-25,19
2020-12-26,16
2020-12-27,15
2020-12-28,40
2020-12-29,48
2020-12-30,40
2020-12-31,38
2021-01-01,19
2021-01-02,17
2021-01-03,10
2021-01-04,45
2021-01-05,46
2021-01-06,36
2021-01-07,37
2021-01-08,37
2021-01-09,12
2021-01-10,7
2021-01-11,43
2021-01-12,37
2021-01-13,30
2021-01-14,35
2021-01-15,35
2021-01-16,11
2021-01-17,4
2021-01-18,43
2021-01-19,41
2021-01-20,35
2021-01-21,33
2021-01-22,34
2021-01-23,11
2021-01-24,4
2021-01-25,38
2021-01-26,38
2021-01-27,26
2021-01-28,32
2021-01-29,26
2021-01-30,14
2021-01-31,5
2021-02-01,43
2021-02-02,34
2021-02-03,29
2021-02-04,34
2021-02-05,35
2021-02-06,16
2021-02-08,13
2021-02-09,26
2021-02-10,28
2021-02-11,34
2021-02-12,41
2021-02-13,19
2021-02-14,9
2021-02-15,19
2021-02-16,37
2021-02-17,33
2021-02-18,32
2021-02-19,33
2021-02-20,13
2021-02-21,6
2021-02-22,46
2021-02-23,41
2021-02-24,47
2021-02-25,42
2021-02-26,33
2021-02-27,17
2021-02-28,7
2021-03-01,42
2021-03-02,44
2021-03-03,31
2021-03-04,36
2021-03-05,32
2021-03-06,12
2021-03-07,6
2021-03-08,39
2021-03-09,27
2021-03-10,32
2021-03-11,33
2021-03-12,37
2021-03-13,10
2021-03-14,5
2021-03-15,35
2021-03-16,37
2021-03-17,26
2021-03-18,27
2021-03-19,30
2021-03-20,14
2021-03-21,6
2021-03-22,34
2021-03-23,36
2021-03-24,31
2021-03-25,30
2021-03-26,32
2021-03-27,15
2021-03-28,5
2021-03-29,37
2021-03-30,36
2021-03-31,30
2021-04-01,40
2021-04-02,30
2021-04-03,12
2021-04-04,7
2021-04-05,36
2021-04-06,31
2021-04-07,32
2021-04-08,37
2021-04-09,27
2021-04-10,16
2021-04-11,6
2021-04-12,37
2021-04-13,32
2021-04-14,32
2021-04-15,35
2021-04-16,30
2021-04-17,11
2021-04-18,6
2021-04-19,39
2021-04-20,35
2021-04-21,29
2021-04-22,35
2021-04-23,35
2021-04-24,18
2021-04-25,7
2021-04-26,42
2021-04-27,38
2021-04-28,32
2021-04-29,34
2021-04-30,34
2021-05-01,21
2021-05-02,8
2021-05-03,41
2021-05-04,36
2021-05-05,30
2021-05-06,31
2021-05-07,31
2021-05-08,20
2021-05-09,10
2021-05-10,37
2021-05-11,38
2021-05-12,26
2021-05-13,28
2021-05-14,33
2021-05-15,14
2021-05-16,9
2021-05-17,30
2021-05-18,32
2021-05-19,34
2021-05-20,29
2021-05-21,32
2021-05-22,22
2021-05-23,10
2021-05-24,33
2021-05-25,32
2021-05-26,31
2021-05-27,31
2021-05-28,28
2021-05-29,22
2021-05-30,8
2021-05-31,36
2021-06-01,30
2021-06-02,34
2021-06-03,34
2021-06-04,38
2021-06-05,18
2021-06-06,7
2021-06-07,39
2021-06-08,37
2021-06-09,36
2021-06-10,37
2021-06-11,33
2021-06-12,21
2021-06-13,7
2021-06-14,34
2021-06-15,35
2021-06-16,32
2021-06-17,30
2021-06-18,31
2021-06-19,16
2021-06-20,8
2021-06-21,37
2021-06-22,36
2021-06-23,37
2021-06-24,40
2021-06-25,44
2021-06-26,20
2021-06-27,7
2021-06-28,39
2021-06-29,42
2021-06-30,29
2021-07-01,40
2021-07-02,37
2021-07-03,18
2021-07-04,6
2021-07-05,41
2021-07-06,42
2021-07-07,35
2021-07-08,30
2021-07-09,38
2021-07-10,16
2021-07-11,7
2021-07-12,32
2021-07-13,35
2021-07-14,40
2021-07-15,43
2021-07-16,33
2021-07-17,21
2021-07-18,6
2021-07-19,32
2021-07-20,32
2021-07-21,37
2021-07-22,34
2021-07-23,34
2021-07-24,20
2021-07-25,7
2021-07-26,32
2021-07-27,34
2021-07-28,31
2021-07-29,34
2021-07-30,32
2021-07-31,13
2021-08-01,7
2021-08-02,30
2021-08-03,30
2021-08-04,23
2021-08-05,30
2021-08-06,22
2021-08-07,9
2021-08-08,2
2021-08-09,11
2021-08-10,29
2021-08-11,34
2021-08-12,32
2021-08-13,33
2021-08-14,14
2021-08-15,11
2021-08-16,30
2021-08-17,27
2021-08-18,32
2021-08-19,30
2021-08-20,26
2021-08-21,17
2021-08-22,11
2021-08-23,31
2021-08-24,31
2021-08-25,35
2021-08-26,32
2021-08-27,31
2021-08-28,15
2021-08-29,9
2021-08-30,36
2021-08-31,32
2021-09-01,43
2021-09-02,36
2021-09-03,41
2021-09-04,20
2021-09-05,13
2021-09-06,42
2021-09-07,40
2021-09-08,32
2021-09-09,35
2021-09-10,35
2021-09-11,18
2021-09-12,7
2021-09-13,38
2021-09-14,34
2021-09-15,32
2021-09-16,31
2021-09-17,36
2021-09-18,17
2021-09-19,9
2021-09-20,38
2021-09-21,43
2021-09-22,39
2021-09-23,32
2021-09-24,38
2021-09-25,17
2021-09-26,11
2021-09-27,38
2021-09-28,37
2021-09-29,32
2021-09-30,28
2021-10-01,31
2021-10-02,11
2021-10-03,8
2021-10-04,39
2021-10-05,41
2021-10-06,31
2021-10-07,38
2021-10-08,34
2021-10-09,17
2021-10-10,11
2021-10-11,34
2021-10-12,31
2021-10-13,31
2021-10-14,34
2021-10-15,33
2021-10-16,19
2021-10-17,12
2021-10-18,34
2021-10-19,34
2021-10-20,36
2021-10-21,33
2021-10-22,34
2021-10-23,13
2021-10-24,14
2021-10-25,40
2021-10-26,38
2021-10-27,39
2021-10-28,36
2021-10-29,35
2021-10-30,26
2021-10-31,15
2021-11-01,45
2021-11-02,37
2021-11-03,36
2021-11-04,37
2021-11-05,31
2021-11-06,14
2021-11-07,7
2021-11-08,42
2021-11-09,41
2021-11-10,38
2021-11-11,36
2021-11-12,36
2021-11-13,15
2021-11-14,4
2021-11-15,41
2021-11-16,37
2021-11-17,31
2021-11-18,31
2021-11-19,36
2021-11-20,13
2021-11-21,6
2021-11-22,37
2021-11-23,34
2021-11-24,34
2021-11-25,34
2021-11-26,32
2021-11-27,12
2021-11-28,5
2021-11-29,36
2021-11-30,40
2021-12-01,32
2021-12-02,33
2021-12-03,27
2021-12-04,12
2021-12-05,4
2021-12-06,38
2021-12-07,30
2021-12-08,32
2021-12-09,38
2021-12-10,36
2021-12-11,17
2021-12-12,6
2021-12-13,39
2021-12-22,33
2021-12-23,36
2021-12-24,34
2021-12-25,19
2021-12-26,8
2021-12-27,28
2021-12-28,39
2021-12-29,32
2021-12-30,34
2021-12-31,33
