date,tot_trucks
2020-09-14,44
2020-09-15,47
2020-09-16,32
2020-09-17,44
2020-09-18,37
2020-09-19,14
2020-09-20,5
2020-09-21,37
2020-09-22,37
2020-09-23,32
2020-09-24,38
2020-09-25,35
2020-09-26,11
2020-09-27,1
2020-09-28,31
2020-09-29,37
2020-09-30,33
2020-10-01,32
2020-10-02,32
2020-10-03,12
2020-10-04,3
2020-10-05,42
2020-10-06,43
2020-10-07,37
2020-10-08,37
2020-10-09,35
2020-10-10,10
2020-10-11,2
2020-10-12,44
2020-10-13,41
2020-10-14,30
2020-10-15,37
2020-10-16,33
2020-10-17,16
2020-10-18,4
2020-10-19,40
2020-10-20,34
2020-10-21,36
2020-10-22,35
2020-10-24,8
2020-10-25,3
2020-10-26,43
2020-10-27,46
2020-10-28,37
2020-10-29,38
2020-10-30,32
2020-10-31,9
2020-11-01,3
2020-11-02,34
2020-11-03,45
2020-11-04,39
2020-11-05,43
2020-11-06,33
2020-11-07,12
2020-11-08,6
2020-11-09,40
2020-11-10,41
2020-11-11,37
2020-11-12,35
2020-11-13,36
2020-11-14,11
2020-11-15,6
2020-11-16,42
2020-11-17,41
2020-11-18,41
2020-11-19,40
2020-11-20,34
2020-11-21,16
2020-11-22,9
2020-11-23,39
2020-11-24,40
2020-11-25,37
2020-11-26,36
2020-11-27,35
2020-11-28,14
2020-11-29,7
2020-11-30,36
2020-12-01,37
2020-12-02,29
2020-12-03,37
2020-12-04,34
2020-12-05,12
2020-12-06,5
2020-12-07,39
2020-12-08,43
2020-12-09,35
2020-12-10,42
2020-12-11,38
2020-12-12,18
2020-12-13,8
2020-12-14,44
2020-12-15,41
2020-12-16,31
2020-12-17,35
2020-12-18,37
2020-12-19,16
2020-12-20,10
2020-12-21,41
2020-12-22,38
2020-12-23,40
2020-12-24,35
2020-12-25,18
2020-12-26,15
2020-12-27,15
2020-12-28,37
2020-12-29,44
2020-12-30,35
2020-12-31,37
2021-01-01,19
2021-01-02,16
2021-01-03,8
2021-01-04,42
2021-01-05,44
2021-01-06,34
2021-01-07,35
2021-01-08,37
2021-01-09,13
2021-01-10,6
2021-01-11,41
2021-01-12,37
2021-01-13,31
2021-01-14,31
2021-01-15,33
2021-01-16,11
2021-01-17,4
2021-01-18,42
2021-01-19,38
2021-01-20,32
2021-01-21,31
2021-01-22,31
2021-01-23,11
2021-01-24,4
2021-01-25,35
2021-01-26,36
2021-01-27,25
2021-01-28,30
2021-01-29,26
2021-01-30,14
2021-01-31,5
2021-02-01,40
2021-02-02,33
2021-02-03,28
2021-02-04,30
2021-02-05,33
2021-02-06,15
2021-02-08,13
2021-02-09,26
2021-02-10,27
2021-02-11,32
2021-02-12,38
2021-02-13,18
2021-02-14,9
2021-02-15,18
2021-02-16,37
2021-02-17,33
2021-02-18,31
2021-02-19,29
2021-02-20,13
2021-02-21,5
2021-02-22,44
2021-02-23,40
2021-02-24,43
2021-02-25,43
2021-02-26,30
2021-02-27,16
2021-02-28,7
2021-03-01,39
2021-03-02,40
2021-03-03,31
2021-03-04,36
2021-03-05,30
2021-03-06,13
2021-03-07,6
2021-03-08,36
2021-03-09,28
2021-03-10,30
2021-03-11,30
2021-03-12,33
2021-03-13,9
2021-03-14,5
2021-03-15,33
2021-03-16,36
2021-03-17,26
2021-03-18,26
2021-03-19,29
2021-03-20,13
2021-03-21,5
2021-03-22,30
2021-03-23,35
2021-03-24,30
2021-03-25,28
2021-03-26,30
2021-03-27,14
2021-03-28,5
2021-03-29,35
2021-03-30,32
2021-03-31,31
2021-04-01,36
2021-04-02,29
2021-04-03,11
2021-04-04,7
2021-04-05,33
2021-04-06,27
2021-04-07,29
2021-04-08,34
2021-04-09,26
2021-04-10,16
2021-04-11,7
2021-04-12,35
2021-04-13,32
2021-04-14,30
2021-04-15,33
2021-04-16,29
2021-04-17,11
2021-04-18,6
2021-04-19,37
2021-04-20,33
2021-04-21,27
2021-04-22,34
2021-04-23,31
2021-04-24,18
2021-04-25,6
2021-04-26,39
2021-04-27,35
2021-04-28,30
2021-04-29,31
2021-04-30,33
2021-05-01,20
2021-05-02,8
2021-05-03,40
2021-05-04,34
2021-05-05,28
2021-05-06,29
2021-05-07,29
2021-05-08,18
2021-05-09,9
2021-05-10,36
2021-05-11,35
2021-05-12,24
2021-05-13,27
2021-05-14,32
2021-05-15,14
2021-05-16,10
2021-05-17,30
2021-05-18,29
2021-05-19,33
2021-05-20,27
2021-05-21,32
2021-05-22,22
2021-05-23,10
2021-05-24,34
2021-05-25,31
2021-05-26,29
2021-05-27,29
2021-05-28,27
2021-05-29,21
2021-05-30,8
2021-05-31,35
2021-06-01,28
2021-06-02,33
2021-06-03,31
2021-06-04,36
2021-06-05,18
2021-06-06,7
2021-06-07,36
2021-06-08,37
2021-06-09,33
2021-06-10,36
2021-06-11,32
2021-06-12,19
2021-06-13,8
2021-06-14,30
2021-06-15,34
2021-06-16,30
2021-06-17,27
2021-06-18,29
2021-06-19,16
2021-06-20,8
2021-06-21,37
2021-06-22,36
2021-06-23,36
2021-06-24,37
2021-06-25,42
2021-06-26,18
2021-06-27,7
2021-06-28,38
2021-06-29,40
2021-06-30,30
2021-07-01,37
2021-07-02,34
2021-07-03,17
2021-07-04,6
2021-07-05,40
2021-07-06,39
2021-07-07,35
2021-07-08,30
2021-07-09,36
2021-07-10,16
2021-07-11,8
2021-07-12,30
2021-07-13,35
2021-07-14,36
2021-07-15,41
2021-07-16,33
2021-07-17,18
2021-07-18,6
2021-07-19,30
2021-07-20,31
2021-07-21,35
2021-07-22,33
2021-07-23,33
2021-07-24,21
2021-07-25,7
2021-07-26,31
2021-07-27,32
2021-07-28,29
2021-07-29,30
2021-07-30,31
2021-07-31,13
2021-08-01,5
2021-08-02,29
2021-08-03,30
2021-08-04,22
2021-08-05,30
2021-08-06,21
2021-08-07,10
2021-08-08,2
2021-08-09,12
2021-08-10,26
2021-08-11,32
2021-08-12,31
2021-08-13,31
2021-08-14,14
2021-08-15,11
2021-08-16,27
2021-08-17,26
2021-08-18,30
2021-08-19,28
2021-08-20,25
2021-08-21,18
2021-08-22,10
2021-08-23,29
2021-08-24,31
2021-08-25,33
2021-08-26,30
2021-08-27,28
2021-08-28,15
2021-08-29,9
2021-08-30,35
2021-08-31,30
2021-09-01,42
2021-09-02,34
2021-09-03,39
2021-09-04,18
2021-09-05,12
2021-09-06,41
2021-09-07,38
2021-09-08,32
2021-09-09,34
2021-09-10,32
2021-09-11,16
2021-09-12,6
2021-09-13,36
2021-09-14,31
2021-09-15,32
2021-09-16,30
2021-09-17,34
2021-09-18,17
2021-09-19,9
2021-09-20,38
2021-09-21,40
2021-09-22,34
2021-09-23,30
2021-09-24,37
2021-09-25,17
2021-09-26,11
2021-09-27,37
2021-09-28,35
2021-09-29,29
2021-09-30,26
2021-10-01,29
2021-10-02,10
2021-10-03,9
2021-10-04,35
2021-10-05,40
2021-10-06,29
2021-10-07,39
2021-10-08,32
2021-10-09,17
2021-10-10,12
2021-10-11,32
2021-10-12,32
2021-10-13,29
2021-10-14,34
2021-10-15,32
2021-10-16,18
2021-10-17,11
2021-10-18,32
2021-10-19,33
2021-10-20,31
2021-10-21,31
2021-10-22,32
2021-10-23,12
2021-10-24,13
2021-10-25,38
2021-10-26,38
2021-10-27,37
2021-10-28,34
2021-10-29,34
2021-10-30,25
2021-10-31,14
2021-11-01,42
2021-11-02,36
2021-11-03,35
2021-11-04,33
2021-11-05,29
2021-11-06,14
2021-11-07,6
2021-11-08,39
2021-11-09,39
2021-11-10,37
2021-11-11,34
2021-11-12,35
2021-11-13,14
2021-11-14,4
2021-11-15,37
2021-11-16,34
2021-11-17,30
2021-11-18,32
2021-11-19,36
2021-11-20,13
2021-11-21,6
2021-11-22,32
2021-11-23,32
2021-11-24,32
2021-11-25,32
2021-11-26,29
2021-11-27,12
2021-11-28,4
2021-11-29,35
2021-11-30,37
2021-12-01,32
2021-12-02,31
2021-12-03,27
2021-12-04,12
2021-12-05,4
2021-12-06,36
2021-12-07,27
2021-12-08,30
2021-12-09,37
2021-12-10,35
2021-12-11,16
2021-12-12,6
2021-12-13,34
2021-12-22,31
2021-12-23,33
2021-12-24,32
2021-12-25,18
2021-12-26,8
2021-12-27,27
2021-12-28,35
2021-12-29,32
2021-12-30,32
2021-12-31,32
